Name,Overall,Pace,Shooting,Passing,Dribbling,Defense,Physical
Oliver Hüsing,66,40,32,44,45,66,75
José Carlos,66,51,26,52,54,66,64
Jhon Cano,66,66,28,54,61,64,62
Birol Parlak,66,38,50,46,56,65,74
Aaron Long,66,74,36,49,53,62,74
Chris Cadden,66,76,53,62,66,46,71
Stefan Scougall,66,75,59,64,71,44,64
Bilal Ould-Chikh,66,81,65,60,78,24,46
Wescley,66,79,54,65,70,23,59
Lee Gwang Hyeok,66,85,49,59,68,33,60
Robson,66,62,29,37,43,67,69
Alfredo Morelos,66,76,63,45,58,21,70
Ollie Watkins,66,82,63,60,69,38,60
Thomas McNamara,66,62,66,65,68,42,67
Luke Mulholland,66,66,61,62,65,63,68
Rasmus Lindkvist,66,88,54,64,63,55,68
Marius Lundemo,66,62,57,65,64,54,66
Christian Dean,66,49,24,42,49,63,77
Marlon Hairston,66,80,58,58,64,57,61
Alexander Jeremejeff,66,70,60,51,62,24,64
Kwak Hae Seong,66,70,48,52,63,64,70
Yorleys Mena,66,69,65,48,62,28,68
Brayan Angulo,66,81,56,63,68,32,49
Eero Markkanen,66,63,65,49,53,31,79
Ryan Hollingshead,66,63,60,59,65,66,71
Luis Tipton,66,76,47,61,60,62,74
Thierry Ambrose,66,86,63,49,67,25,54
Elmo Lieftink,66,62,58,65,64,61,70
Eoghan O'Connell,66,61,39,53,57,64,69
Ricardo Vaz,66,79,62,60,69,27,39
Julien Bègue,66,75,70,63,66,23,53
Alain Oyarzun,66,73,62,62,70,39,56
Rai Vloet,66,58,66,63,63,43,64
Ernesto Torregrossa,66,67,62,43,62,20,74
Moussa Njie,66,84,60,56,69,22,58
Sebastiano Luperto,66,51,36,50,53,67,67
Filippo Scaglia,66,54,20,28,34,69,66
Marcos Astina,66,80,62,61,70,33,45
Yves Baraye,66,78,61,63,69,49,54
João Silva,66,66,64,37,64,20,75
Hebert,66,57,34,44,38,64,82
Cristian Flórez,66,70,43,59,53,64,71
Joshua Nadeau,66,61,30,46,46,65,72
Yony González,66,73,61,61,65,53,76
Marcos Mauro López,66,59,39,48,55,66,66
Sam Nicholson,66,88,57,57,71,31,55
Facundo Cardozo,66,70,32,44,51,65,74
Christian Mafla,66,69,35,47,61,65,68
Christophe Diedhiou,66,74,26,36,40,67,71
Michał Helik,66,61,40,52,49,64,69
Jorge Grant,66,74,62,62,68,50,68
Miller Mosquera,66,65,27,48,56,65,72
Sulayman Marreh,66,52,31,50,51,64,73
Gustavo Mencia,66,65,31,57,57,68,62
Conor Washington,66,81,64,49,67,28,70
Bas Kuipers,66,66,39,60,64,65,66
Harold Cummings,66,57,29,47,52,64,72
Abner,66,77,48,53,68,60,64
Adam Sušac,66,59,37,35,43,66,74
Jannik Bandowski,66,86,54,58,61,60,67
Armando Sadiku,66,76,66,42,61,33,64
Alan Browne,66,72,57,60,67,62,74
Tomás Podstawski,66,58,41,53,59,67,69
Sebastian Hertner,66,74,42,60,63,64,66
Bart Vriends,66,47,32,44,48,64,75
Philipp Zulechner,66,65,64,53,62,29,66
Stefan Nutz,66,72,59,64,66,57,65
Angelo D'Angelo,66,61,55,61,63,57,74
Michael Lepe,66,56,38,64,62,62,73
Andrés Imperiale,66,55,23,45,46,64,73
Alexandr Cherevko,66,74,56,60,66,65,45
Dardo Miloc,66,65,43,61,64,62,69
Óliver Benítez,66,52,32,38,34,66,73
Joe Dodoo,66,80,64,55,65,42,66
Yann Boé-Kane,66,68,42,56,59,64,77
Jason McCarthy,66,73,49,57,61,62,77
Adrien Monfray,66,65,50,54,50,62,77
Henk Dijkhuizen,66,72,39,61,65,64,65
Dawid Kort,66,66,60,62,67,42,51
Freek Heerkens,66,61,26,55,54,68,68
Aleksandar Boljević,66,75,60,60,69,24,58
Fabian Holthaus,66,74,38,58,57,62,70
Brendan Chardonnet,66,73,33,46,53,66,70
Danilson da Cruz,66,57,56,56,50,66,80
Kevin Rendón,66,75,57,67,64,59,69
François Marquet,66,71,54,67,66,60,62
Tim Albutat,66,65,53,56,61,63,73
Renzo Saravia,66,75,30,48,61,63,77
Adrien Hunou,66,67,59,65,67,57,63
Cristian Lema,66,34,36,41,35,67,75
Iván Bella,66,76,56,64,68,55,64
Emanuel Olivera,66,58,38,39,38,68,68
Misael Cubillos,66,71,64,59,69,21,58
Misael Dávila,66,79,54,61,69,62,60
Nicolás Bertocchi,66,53,64,64,62,62,72
Leonel Miranda,66,79,61,65,68,55,65
Ronnie Fernández,66,66,64,63,66,25,66
Jorge Valdez Chamorro,66,80,60,61,68,58,65
Gabriel Sandoval,66,48,42,56,66,59,66
Marcos Figueroa,66,68,64,56,66,23,58
Leandro Barrera,66,80,58,60,65,46,58
Yamilson Rivera,66,88,63,52,70,21,63
Luis Mosquera,66,71,62,65,61,63,64
Camilo Pérez,66,58,45,47,56,65,70
Yessy Mena,66,92,65,57,61,30,62
Mauricio Restrepo,66,56,46,63,67,64,66
Darwin López,66,78,61,56,67,36,68
José Quezada,66,67,64,66,69,42,63
Yair Arrechea,66,42,35,38,46,66,66
Wilmer Díaz,66,33,24,42,50,68,60
Dairon Asprilla,66,75,68,59,70,37,69
Deivy Balanta,66,67,25,49,54,66,71
Jonathan Álvarez,66,62,55,68,66,39,58
Nicolás Orellana,66,74,66,59,68,23,67
Camilo Rodríguez,66,70,39,61,64,64,70
Bastián San Juan,66,79,32,48,53,65,67
Juan Zuluaga,66,79,32,57,55,61,60
Álvaro Navarro,66,48,69,50,55,22,68
Carlos Giraldo,66,39,58,57,58,65,70
Eduardo Farias,66,57,44,56,57,68,70
Jonny Mosquera,66,72,48,57,66,60,65
Sergio Mosquera,66,46,42,34,44,67,72
Yordy Reyna,66,87,59,54,73,24,48
Luca Crecco,66,67,54,62,66,56,70
Dennis Erdmann,66,55,39,48,47,67,86
Jean-Charles Castelletto,66,79,30,60,55,65,72
Mikael Uhre,66,84,62,47,63,28,72
Rasmus Schüller,66,62,54,61,65,56,64
Andreas Geipl,66,67,54,54,62,64,79
Kris Doolan,66,69,64,45,64,25,66
Chris Erskine,66,68,63,61,70,29,58
Jonathan Osorio,66,59,63,65,72,52,58
Laurent Abergel,66,73,34,58,62,64,68
Adolphe Teikeu,66,53,30,38,46,67,63
Jonathan Ring,66,78,55,61,68,44,61
Aleksandar Jovanović,66,57,24,34,39,68,74
Ismael Tajouri,66,86,66,60,70,29,43
Sascha Horvath,66,71,61,61,72,47,48
Lee Evans,66,55,62,63,63,55,70
Berkay Dabanli,66,34,34,56,49,64,74
Kofi Opare,66,63,35,46,51,64,74
Niels De Schutter,66,53,36,59,58,66,74
Erik Hurtado,66,88,63,58,66,31,69
Dylan Remick,66,81,44,57,59,62,67
Taylor Kemp,66,59,54,63,64,65,64
Scott Caldwell,66,45,55,62,61,62,71
John Souttar,66,75,25,52,67,65,70
Craig Slater,66,73,56,63,67,57,64
Jason Geria,66,81,36,53,60,63,76
Johann Obiang,66,80,52,60,66,63,50
Mouhamadou-Naby Sarr,66,44,32,52,48,63,74
Lee Seok Hyun,66,72,62,68,64,26,55
Stefan Wannenwetsch,66,68,51,58,66,63,72
Víctor Zapata,66,77,63,62,68,50,63
Baba Traoré,66,72,31,53,52,65,76
Lee Ki Je,66,73,45,62,64,63,69
Saeed Al Mowalad,66,76,52,58,62,62,72
Albert Rafetraniaina,66,73,35,62,58,63,64
Maximilian Thiel,66,73,64,63,67,30,63
Lucas Hufnagel,66,73,55,62,68,50,55
Manfred Starke,66,76,61,59,67,41,61
Ben Zolinski,66,85,58,58,65,59,72
Nils Quaschner,66,84,63,60,63,26,71
Dennis Mast,66,84,56,58,67,27,60
James Donachie,66,68,32,47,44,66,70
Martin Konczkowski,66,79,35,63,62,61,65
Philipp Riese,66,69,55,60,62,61,75
Tim Knipping,66,54,31,40,47,64,74
Manuel Stiefler,66,73,50,64,67,38,56
Damian Kądzior,66,73,59,62,66,44,66
Álex Gallar,66,69,67,66,66,30,59
Héctor Quiñones,66,72,57,59,69,63,61
Dejan Meleg,66,68,66,68,68,30,63
Caolan Lavery,66,76,66,56,69,32,65
Thamsanqa Gabuza,66,71,67,50,61,33,72
Abdullah Al Salem,66,65,64,60,65,56,67
Nasiru Mohammed,66,85,54,58,70,18,41
Eirik Hestad,66,69,58,65,69,50,63
Nico Hidalgo,66,77,55,60,72,48,59
Ante Vukušić,66,74,64,54,67,21,52
Nono,66,72,62,65,66,26,41
Nicolai Brock-Madsen,66,63,64,47,59,34,79
Frank Bagnack,66,73,33,47,50,66,65
John McGinn,66,69,63,64,71,62,70
Riccardo Improta,66,80,53,56,70,17,53
Sultan Ali Al Sawadi,66,84,54,60,69,25,63
Aqeel Al Sahabi,66,66,33,46,59,64,72
Vladimir Khozin,66,65,50,59,55,66,71
Simon Piesinger,66,56,55,51,58,64,78
Patrick Möschl,66,84,53,61,68,30,55
Charalampos Lykogiannis,66,73,67,63,61,63,71
Thomas Murg,66,81,63,65,68,39,53
Giovanni Korte,66,85,61,56,69,29,60
Muhannad Abu Radiyah,66,66,66,54,61,25,67
Mansour Al Harbi,66,78,42,58,62,61,67
Mohammed Al Fatil,66,57,25,40,44,65,72
Christian Burgess,66,58,26,40,50,64,79
Joe Rafferty,66,75,33,58,60,64,67
Carlos Calvo,66,66,38,54,55,67,70
Benedikt Saller,66,71,52,66,65,60,65
Craig Goodwin,66,82,65,62,66,59,66
Mounir Bouziane,66,79,57,59,70,23,63
Enis Hajri,66,54,51,57,58,64,74
Mikhail Rosheuvel,66,84,60,59,70,28,64
Rabyi Mohammed Sufyani,66,71,62,62,65,33,69
Ahmed Ali Wailbi,66,76,51,56,65,61,72
Alexander Mühling,66,66,60,62,64,53,76
Džengis Čavušević,66,64,65,56,58,42,73
Łukasz Zwoliński,66,73,62,53,64,26,70
Mateusz Lewandowski,66,77,53,60,62,58,73
Radosław Murawski,66,71,48,63,66,63,72
Rustem Mukhametshin,66,64,62,67,63,61,66
Bård Finne,66,77,65,55,71,20,56
Alex Grant,66,45,33,39,41,68,70
Sebastian Nachreiner,66,46,23,29,36,67,70
Tawfiq Bu Haymid,66,75,58,63,63,45,71
Yasyn Hamza Al Nakhli,66,72,46,59,58,63,75
Oliver Hein,66,71,60,62,68,60,64
Hattan Bahebri,66,77,59,61,68,43,58
Nathaniel Knight-Perc...,66,66,30,42,47,65,73
Daniel Łukasik,66,53,43,63,62,66,69
Jimmy Giraudon,66,59,35,55,52,65,66
Carlos García,66,62,59,62,68,62,51
Wouter Marinus,66,75,62,60,66,35,58
Thorsten Schulz,66,61,38,55,50,69,73
Gino van Kessel,66,91,62,51,63,21,56
Mathias Bossaerts,66,61,31,48,55,64,71
Antonio Martínez,66,67,42,59,61,62,66
Tim Chow,66,65,56,61,63,61,70
Pa Dibba,66,86,62,52,66,27,64
Marcus Danielsson,66,61,27,42,44,65,72
Tom Pettersson,66,58,51,54,57,59,81
Bae Il Hwan,66,86,59,60,62,31,65
Mohammed Saeid,66,71,53,69,70,55,61
Amir Fahad Kurdy,66,78,51,62,59,62,68
Mayoro Ndoye-Baye,66,57,39,62,65,64,60
Viktor Agardius,66,74,36,54,62,65,65
Ivan Runje,66,47,25,48,40,65,70
Lukas Thürauer,66,76,60,62,70,34,55
Amari'i Bell,66,83,42,53,66,60,67
Paco van Moorsel,66,54,59,61,66,46,67
Hernán Pertuz,66,53,26,42,39,65,74
Mikael Boman,66,60,61,52,57,31,85
Nick DeLeon,66,71,63,63,67,57,65
Darren Mattocks,66,91,64,55,65,22,66
Connor Lade,66,74,40,58,62,63,61
Louis Thompson,66,66,50,63,65,60,73
Marius Høibråten,66,66,33,48,55,63,74
Franck Boli,66,76,64,44,66,20,69
Jordan Willis,66,77,25,47,57,64,72
Stefano Sabelli,66,78,39,52,62,64,72
Anton Shvets,66,69,50,56,62,64,73
David Babunski,66,72,58,62,68,53,60
Selim Gündüz,66,77,57,59,69,46,70
Moreno Rutten,66,68,49,60,61,66,68
Borys Tashchy,66,67,62,61,64,39,70
David Bruno,66,67,35,54,65,65,60
Ousmane N'Diaye,66,72,32,46,44,64,81
Mike van Duinen,66,75,64,53,64,43,72
Alexander Juel Andersen,66,82,49,56,61,63,73
Moritz Kuhn,66,82,47,62,65,59,65
Luca Martinelli,66,53,25,32,40,67,70
Jack Baldwin,66,66,36,52,52,65,73
Cristian Ceballos,66,76,64,63,69,24,59
Philipp Klement,66,54,61,68,72,40,55
Nick Ansell,66,53,29,48,44,64,75
Frederik Helstrup,66,59,28,44,52,64,70
Jack Grimmer,66,78,48,55,61,63,61
Menno Koch,66,37,34,47,52,66,67
Hamdi Dahmani,66,75,63,53,63,38,70
Alberto Almici,66,79,37,61,63,58,73
Gianmario Comi,66,66,64,50,60,21,69
Michael Smith,66,81,39,57,63,62,72
Dimitri Mohamed,66,76,55,63,63,62,66
Andreas Wiegel,66,79,62,57,66,42,68
Thomas Guerbert,66,70,59,65,69,50,69
Alexandru Bourceanu,66,62,63,68,62,67,75
Tom Trybull,66,55,48,64,65,60,67
Sebastian Schiek,66,81,55,56,62,62,71
Amido Baldé,66,51,63,52,60,30,74
Martin Kobylański,66,74,65,61,69,26,58
Emir Dilaver,66,71,53,59,64,62,72
Masahudu Alhassan,66,79,41,56,62,63,63
Ousseynou Cissé,66,44,45,54,57,63,82
Adrián Luna,66,78,60,64,72,32,41
Richard Windbichler,66,67,32,53,48,66,64
Lorenzo Burnet,66,76,42,59,67,62,62
Yun Ju Tae,66,77,63,59,67,27,68
Odise Roshi,66,90,59,57,68,37,66
Sonny Bradley,66,57,30,45,50,64,77
Andrey Buyvolov,66,60,31,43,43,68,71
Evgeniy Chernov,66,69,46,68,65,60,48
Aiden O'Brien,66,75,63,60,65,30,71
Marc Pfitzner,66,58,62,60,64,63,75
Jake Reeves,66,74,52,63,70,52,71
Ben Halloran,66,85,60,58,68,34,61
James Jeggo,66,72,61,63,64,61,69
Prince Segbefia,66,77,54,65,71,50,64
Bernie Ibini,66,83,64,60,68,46,62
Michael O'Halloran,66,93,61,56,64,32,63
Kim Dae Ho,66,77,45,60,64,64,70
Sin Se Gye,66,79,54,64,61,63,71
David Boo Wiklander,66,59,32,48,49,63,74
Marco Ureña,66,83,62,58,71,42,64
Richard Lašík,66,73,45,64,67,60,73
Nicolás Mezquida,66,66,60,61,71,31,48
Christopher Forrester,66,75,59,62,65,63,66
Joe Newell,66,77,60,66,67,59,57
Ko Moo Yeol,66,75,62,57,66,24,65
Gerson,66,58,41,52,55,62,77
David Boysen,66,78,63,58,69,34,68
Florian Makhedjouf,66,63,60,66,67,55,76
Michael Doughty,66,64,56,67,67,55,69
Soony Saad,66,72,68,60,67,26,55
Richie Towell,66,69,63,65,64,60,73
Daniel Amora,66,64,48,60,66,67,71
Daniel Offenbacher,66,77,62,65,69,56,72
Park Gi Dong,66,63,65,54,60,30,68
Servando Carrasco,66,54,58,64,63,61,72
Dimitri Petratos,66,84,63,63,64,47,64
Riku Riski,66,81,63,61,68,46,60
Zeli Ismail,66,86,50,59,71,22,53
Chuks Aneke,66,50,66,66,65,56,74
Kofi Sarkodie,66,79,53,55,60,63,71
Karl Holmberg,66,71,62,52,66,37,71
Kim Dong Woo,66,60,34,46,50,64,76
Julian Riedel,66,74,35,53,63,65,65
Jakub Sylvestr,66,81,66,46,66,20,58
Daniel Lafferty,66,75,48,59,64,64,65
Patrick McEleney,66,75,62,61,70,51,54
Bashkim Kadrii,66,82,63,54,69,55,70
Andrea La Mantia,66,59,62,32,57,30,78
Doneil Henry,66,63,44,49,48,63,75
Callum Booth,66,73,45,55,63,63,73
Steven Lawless,66,74,62,63,69,25,64
Mike Könnecke,66,90,61,60,68,28,56
Christoph Knasmüllner,66,70,54,65,68,27,63
Sean Murray,66,68,64,69,67,48,64
Curtis Nelson,66,72,36,51,57,63,80
Kieron Freeman,66,72,52,59,66,62,67
Richard Smallwood,66,61,51,59,61,65,70
Giacomo Beretta,66,68,64,51,62,21,69
Lee Yong,66,68,54,65,57,63,68
Terry Antonis,66,67,60,65,67,57,63
Pulido,66,39,33,47,46,66,71
Darren McGregor,66,74,37,48,54,64,74
Billy Bodin,66,76,65,61,68,42,56
William Owusu,66,65,64,59,65,38,75
Ole Jørgen Halvorsen,66,76,58,59,65,52,68
Jules Reimerink,66,78,54,61,69,23,60
Giliano Wijnaldum,66,72,49,59,68,64,68
Marcel Appiah,66,77,29,49,60,65,70
Alessandro Cerigioni,66,77,64,61,69,23,57
Rémi Mulumba,66,60,58,66,63,60,69
Arkadiusz Piech,66,77,64,50,65,36,68
Tonny Brochmann,66,73,65,59,70,29,65
Jake Forster-Caskey,66,73,60,63,67,52,65
Igor Kireev,66,68,53,62,67,60,62
Sefa Yılmaz,66,77,65,60,68,38,66
Jesper Bøge,66,68,38,56,59,64,68
Florent Cuvelier,66,73,61,66,70,52,67
Kaj Ramsteijn,66,54,44,56,56,63,77
Marco Meilinger,66,75,64,64,66,31,63
Danny Post,66,56,56,60,66,62,71
Diego Maurício,66,72,63,59,68,32,66
Fabian Koch,66,84,48,54,68,60,68
Dennis Hediger,66,74,55,64,63,50,87
Steven Ruprecht,66,48,53,50,51,64,74
Denys Dedechko,66,54,64,66,62,63,67
Sergiu Suciu,66,65,58,63,63,60,71
Pierre Bouby,66,58,53,60,61,61,74
Elba Rashani,66,78,57,58,67,30,57
Kristoffer Barmen,66,67,65,62,63,62,75
Roger Torres,66,79,62,63,69,30,46
Joe Shaughnessy,66,72,16,48,62,64,72
Hallur Hansson,66,73,59,61,66,38,72
Joakim Våge Nilsen,66,69,59,63,65,63,70
Jorge Enríquez,66,53,57,58,57,68,73
Bjørn Paulsen,66,66,58,59,58,62,78
Marcel Rømer,66,64,52,63,65,56,79
Chris Schuler,66,49,35,43,38,65,72
Dominik Stahl,66,65,64,54,58,65,78
Collen Warner,66,64,61,61,66,61,71
Aaron Martin,66,53,39,38,44,66,68
Onwu,66,78,67,52,58,33,71
Ben Zemanski,66,57,57,63,64,63,72
Eric Alexander,66,64,59,64,64,59,70
Eric Larsson,66,78,51,61,63,59,69
Amobi Okugo,66,76,57,56,62,63,73
Tony Tchani,66,59,60,62,62,63,85
Hiroki Mizumoto,66,58,35,50,48,66,67
Clemens Fandrich,66,76,54,64,70,42,51
Nahir Besara,66,68,62,62,68,39,62
Marcus Piossek,66,72,64,60,66,48,69
Jonas Acquistapace,66,64,31,48,38,65,73
Umaru Bangura,66,75,49,63,66,64,69
Elvis González,66,58,30,59,66,68,66
Tonia Tisdell,66,85,61,52,72,28,57
John Marquis,66,70,63,51,61,36,85
Geoffry Hairemans,66,62,61,68,65,49,66
Vitaliy Ustinov,66,77,29,57,60,63,62
Maxim Grigoriev,66,66,60,63,67,41,70
Tom Flanagan,66,61,28,46,47,64,74
Kevin Gomis,66,48,25,44,45,65,73
Fredrik Ulvestad,66,67,63,64,69,51,67
Nils Miatke,66,77,49,59,66,62,61
Lee Brown,66,75,59,62,63,62,78
Ben Pringle,66,63,64,66,65,46,66
Jack Hingert,66,78,37,58,65,61,71
Aaron Wildig,66,74,58,64,67,45,59
David Wotherspoon,66,77,55,64,68,59,68
Aymen Tahar,66,68,62,62,70,63,66
Vlastimir Jovanović,66,65,59,61,63,65,70
Jeff Stans,66,58,67,63,65,50,71
Simon Jakobsen,66,60,32,54,53,63,76
Torgeir Børven,66,72,64,51,66,31,61
David Drocco,66,67,55,66,69,51,73
Lee Hodson,66,70,52,58,63,62,70
Thomas Schrammel,66,74,53,62,63,64,69
Nassim Ben Khalifa,66,68,58,64,67,28,71
Matty Lund,66,68,58,61,59,63,70
Ash Taylor,66,63,33,41,48,63,79
Stephan Salger,66,73,38,60,61,65,71
Rıdvan Şimşek,66,74,40,59,71,61,53
Othoniel Arce,66,48,65,59,60,41,73
Nathan Thompson,66,74,38,52,62,63,75
Athanasios Papazoglou,66,38,66,52,55,24,78
Dani Schahin,66,45,64,52,61,35,76
Scott Neville,66,62,48,58,51,66,70
Danny Rowe,66,84,59,59,67,29,60
Mario Ortíz,66,63,46,66,60,54,69
Joe Edwards,66,75,54,61,64,60,77
Antonio Briseño,66,64,43,51,50,64,69
Alonso Zamora,66,69,44,52,59,65,65
Lim Jong Eun,66,64,38,45,55,65,71
Yousif Al Salem,66,71,65,51,62,26,71
Kwak Kwang Sun,66,57,50,54,56,64,72
Jeong Hyuk,66,63,57,68,66,57,73
Kim Sung Hwan,66,67,61,64,66,64,79
Takeshi Aoki,66,46,50,60,60,66,62
Yusuke Tasaka,66,65,58,63,70,62,67
Andreas Lambertz,66,67,61,63,65,66,75
Ramón Lentini,66,76,63,59,65,30,66
Tobias Sana,66,76,44,63,76,26,44
Pa Modou Jagne,66,76,53,62,66,61,77
Haris Vučkić,66,66,67,64,66,33,66
Tosaint Ricketts,66,86,62,49,63,23,63
Mana Dembélé,66,81,63,55,66,16,56
Yaser Kasim,66,63,51,64,68,60,70
Jonathan Obika,66,72,63,42,62,29,71
Jahir Barraza,66,74,62,53,66,35,63
Riccardo Brosco,66,42,27,33,44,66,69
Tanju Kayhan,66,75,60,57,63,62,74
Michael Sollbauer,66,47,28,44,48,65,75
Baggio Hušidić,66,51,63,63,65,58,68
Mathis Bolly,66,95,61,53,67,24,55
Daniel Gustavsson,66,89,63,51,69,31,61
Heriberto Olvera,66,69,48,52,58,66,58
Stian Ringstad,66,74,56,61,65,62,70
Jordan Clarke,66,77,36,55,59,65,69
César Ortiz,66,38,24,52,40,64,75
Paul Coutts,66,71,62,66,69,43,73
Alessandro Ligi,66,66,19,33,47,64,73
Mark Marshall,66,91,57,59,68,30,63
Paddy Madden,66,76,65,52,63,31,70
Damien McCrory,66,66,52,59,56,63,79
Daniele Gasparetto,66,36,39,37,34,66,73
Arnór Smárason,66,65,66,62,64,53,76
Radek Dejmek,66,66,35,51,50,64,74
Jeffrén,66,73,58,65,71,43,54
Stuart O'Keefe,66,65,58,59,66,61,71
Loïc Damour,66,71,60,61,62,61,70
Maic Sema,66,74,63,57,70,34,49
Dominic Peitz,66,31,52,51,41,68,83
Bastian Schulz,66,64,34,56,55,66,72
Adam Chicksen,66,77,52,58,62,61,63
Paul Hanlon,66,71,29,52,52,65,72
Atdhe Nuhiu,66,36,65,59,64,37,77
Tadeusz Socha,66,75,46,51,59,68,72
Christian Klem,66,83,44,58,64,58,66
Louis Clément Ngwat M...,66,72,61,64,68,52,71
Marcin Pietrowski,66,56,55,61,64,64,76
Liam Sercombe,66,75,65,64,65,55,72
Frédéric Duplus,66,74,34,58,61,65,68
Edouard Butin,66,70,61,58,63,25,64
David Ulm,66,74,58,61,72,25,45
Shaun Brisley,66,66,30,38,40,65,69
Evgeniy Balyaykin,66,59,62,63,62,64,64
Francisco Acuña,66,76,57,61,71,37,43
Omar Mendoza,66,70,32,55,61,64,72
Erik Pimentel,66,66,34,49,44,63,74
Christopher Nöthe,66,74,67,53,69,28,68
Pedrinho,66,68,41,58,63,64,68
Scott Wagstaff,66,84,54,58,65,59,64
Josh Magennis,66,83,61,57,61,51,83
Brek Shea,66,71,66,62,68,61,73
Chance Myers,66,76,58,61,63,64,65
Daniel Arreola,66,71,62,62,65,63,65
Liam Kelly,66,74,60,65,61,61,75
Oscar Vera,66,76,58,61,71,59,60
Taijo Teniste,66,77,43,57,65,59,67
John Goossens,66,47,64,70,64,39,50
Abdul Osman,66,67,33,54,59,66,77
Stef Nijland,66,62,68,65,67,30,48
Mattia Mustacchio,66,88,62,59,67,34,61
Róbert Feczesin,66,65,63,61,64,36,70
Jem Karacan,66,74,59,63,66,64,71
Kevin Pezzoni,66,32,37,53,46,66,81
Ľubomír Guldan,66,33,30,56,52,66,72
James Bailey,66,67,53,63,66,61,64
Dorian Dervite,66,49,35,51,44,65,73
Joachim Thomassen,66,78,50,61,63,60,76
Anders Jacobsen,66,82,64,52,68,24,57
Leandrinho,66,77,60,55,71,24,57
Ricardo Santos,66,58,64,52,59,33,76
Fredrik Brustad,66,86,62,55,61,35,71
Ard van Peppen,66,66,58,60,62,66,70
Ande Dona Ndoh,66,67,61,50,60,20,68
Daniel Toth,66,72,58,69,64,60,64
Boris Prokopič,66,69,62,65,66,60,67
Konstantin Engel,66,64,38,57,60,65,71
Joe Jacobson,66,73,55,61,62,61,74
Birkir Már Sævarsson,66,77,48,57,57,65,72
Vegard Skjerve,66,68,55,57,60,63,75
Aldo Angoula,66,43,31,51,51,62,66
Samuel Bouhours,66,56,29,61,55,67,73
Féthi Harek,66,64,37,63,61,66,67
Joe Mattock,66,73,45,60,63,63,68
Fabian Müller,66,76,48,57,62,63,68
Jérémy Huyghebaert,66,69,40,60,59,64,66
Greg Bolger,66,52,61,62,61,58,80
Sam Saunders,66,67,60,70,70,34,65
Robert Cornthwaite,66,43,41,39,35,68,73
Nigel Boogaard,66,34,27,46,41,64,72
André Hainault,66,54,46,52,54,64,72
Andrew Durante,66,40,38,44,40,64,84
Ahmed Ibrahim Ateef,66,63,62,67,68,56,74
Oliver Bozanic,66,75,64,65,67,56,58
Mathias Ranégie,66,45,64,56,58,30,75
Manuel Viniegra,66,63,55,64,64,61,70
Joris Sainati,66,69,30,53,46,63,75
Charlie Davies,66,67,65,54,66,32,64
José Joaquín Martínez,66,74,54,62,67,64,65
Tomasz Cywka,66,72,60,62,65,63,60
Takayuki Morimoto,66,67,64,55,66,31,73
Kim André Madsen,66,57,35,52,47,64,70
Andreas Nordvik,66,75,45,56,57,64,71
Chris Taylor,66,74,57,63,66,43,65
Benjamin Fuchs,66,64,42,62,65,65,66
Tim Danneberg,66,64,53,61,61,62,72
Kim Chang Soo,66,68,59,60,63,64,67
Rafał Boguski,66,58,63,64,66,33,52
Anthony Van Loo,66,64,41,60,62,66,63
Adam Kokoszka,66,69,38,42,52,64,74
Lucas Akins,66,79,64,57,66,43,74
Lewis Alessandra,66,79,59,56,69,24,70
Neal Eardley,66,70,54,62,61,63,64
Lloyd James,66,50,59,67,62,57,63
Yasuyuki Konno,66,41,50,64,53,67,64
Ronnie Schwartz,66,71,67,55,64,27,65
Eggert Jónsson,66,44,56,60,58,66,73
László Sepsi,66,71,33,56,60,65,63
Tobias Mikkelsen,66,81,60,63,67,43,57
Anthony Wordsworth,66,63,66,68,63,42,63
Sebastian Schuppan,66,61,49,57,58,67,75
Dennis Grote,66,84,52,64,66,52,62
Marino Defendi,66,77,57,64,68,56,67
Brendan Moloney,66,71,39,60,63,64,69
Scott Laird,66,69,57,60,60,63,74
Shaun Cummings,66,78,45,58,63,63,69
Michael O'Connor,66,66,63,68,60,58,77
Michael Gardyne,66,82,57,59,71,44,61
Michael McGlinchey,66,70,66,63,70,46,59
Gerardo Venegas,66,44,45,53,54,63,79
Marco Jiménez,66,42,53,61,61,65,66
Lee Martin,66,75,63,65,65,48,70
Raffaele Schiavi,66,50,33,40,41,65,70
Anthony Stokes,66,63,68,61,62,27,66
Darius Charles,66,64,57,52,62,60,83
Chris McCann,66,60,58,66,65,62,72
Nicky Adams,66,75,57,63,67,37,62
Billy Clarke,66,70,65,55,69,33,70
Owen Garvan,66,45,58,67,64,59,62
Bobby Boswell,66,32,36,47,44,66,72
Marek Wasiluk,66,46,45,49,46,68,77
Steven Smith,66,63,56,64,61,64,70
Jason Hernandez,66,56,35,50,57,65,68
Marcel de Jong,66,64,57,61,65,65,68
Tony McMahon,66,67,46,59,61,66,70
Chris Dagnall,66,71,67,50,66,28,68
Keith Keane,66,47,43,54,53,63,74
Joe Walsh,66,69,39,53,52,64,71
Davide Moro,66,68,52,65,64,60,66
Brendon Santalab,66,67,71,47,63,33,72
Niklas Hoheneder,66,40,34,44,44,66,67
Alexandr Dimidko,66,44,48,65,58,65,67
Andreu,66,67,59,67,65,62,63
Paul Robinson,66,29,38,54,50,64,68
René Gartler,66,66,64,52,65,32,68
Daniel Fox,66,54,46,69,67,64,70
